,UserID
516,3899457689
517,3825211646
518,3899373795
519,3899411895
520,3899386515
521,3825312013
522,3825275714
523,3899355129
524,262509699
525,3899384715
526,3899455528
527,3825250694
528,3899404714
529,3825290479
530,3825311419
531,3899479042
532,3899444117
533,3899491222
534,3825252194
535,3825301399
536,3899380138
537,3899366361
538,391577598
539,3899423963
540,3702363493
541,3899478448
542,3899410307
543,3884433275
544,2250783525
545,3825214220
546,3899432704
547,3895783995
548,3899450896
549,464299020
550,3825143298
551,3825094590
552,3825212786
553,3825255133
554,3825251845
555,3825255979
556,3899386709
557,3825113352
558,3899371283
559,3899378309
560,3825235753
561,3899439982
562,3899328435
563,3899369999
564,3899197887
565,3899357789
566,3899366597
567,3899363597
568,3899372843
569,3825081132
570,3825134174
571,3825088632
572,3825074424
573,3899421286
574,3814595540
575,3899415916
576,3825174194
577,3899362337
578,3899319209
579,3825050964
580,3899332337
581,3899326883
582,3899289447
583,3899299469
584,3880296754
585,3825191473
586,3899277321
587,3899273001
588,3825183019
589,3899300945
590,3899265435
591,3336764118
592,3899259021
593,420659632
594,3899253027
595,3894587553
596,3468587123
597,3825028398
598,3899305949
599,3899240295
600,3899297183
601,3825114500
602,3824931678
603,3899293961
604,3825135013
605,353570226
606,3899290703
607,3899238753
608,2945442777
609,360536636
610,3825139099
611,3825124939
612,3899258921
613,2747816473
614,3407137558
615,3824825774
616,3899182395
617,3899274748
618,1489515978
619,3899305516
620,3899122283
621,1911040753
622,3824971940
623,3825030554
624,3899183361
625,3825060253
626,3899179035
627,406116433
628,3899177727
629,3899264332
630,27679889
631,2545100863
632,93847351
633,3824913438
634,49010893
635,3825053353
636,3899280868
637,3899220773
638,3825052819
639,3899062959
640,3899199017
641,3825031273
642,3308347713
643,3899138433
644,3899122275
645,3824977820
646,3899140173
647,3219621750
648,3824875332
649,3899209276
650,3825003853
651,3824379374
652,3814847599
653,3899242762
654,3899119155
655,3898947315
656,3899083461
657,3898992387
658,3824848152
659,3899206600
660,3899143457
661,519998069
662,3824781932
663,3824836938
664,3824919494
665,3899043981
666,3776508132
667,3899124323
668,3899133515
669,3899189116
670,3899108243
671,2592297497
672,3899167252
673,3899111237
674,3899179528
675,3899089085
676,3824820734
677,3899095121
678,1267233470
679,3824853073
680,3899095115
681,3898961181
682,3824568552
683,3235158282
684,3899076449
685,3743003601
686,3837657737
687,486375529
688,3242324780
689,3899131582
690,49079085
691,3899131636
692,3898974981
693,3898970439
694,3899110576
695,3898989435
696,3822238332
697,3899054723
698,3899099716
699,3143274859
700,3899025923
701,3824780894
702,3824748314
703,3824746694
704,3898969647
705,3824801113
706,3824765474
707,3824690412
708,3824680212
709,3899064040
710,3898881291
711,3824808253
712,3898909935
713,3898946421
714,612588663
715,3824802673
716,3824664252
717,3898997627
718,3898981877
719,3824648172
720,3824670672
721,3899052628
722,3898907625
723,3824632992
724,3898911417
725,3898919927
726,3895637481
727,3898902015
728,3824747353
729,3824711054
730,3824700200
731,3899023576
732,574120506
733,1138603544
734,3898943783
735,3824712013
736,3824605932
737,3824609352
738,3819631573
739,3898939103
740,3824647874
741,3898860675
742,3898852395
743,3898874055
744,2877641851
745,3824593872
746,3898920737
747,3824661554
748,3892192655
749,3898924523
750,3898833975
751,3898834521
752,3898908863
753,3898965184
754,3824497760
755,3898937056
756,3226996281
757,3898848021
758,375551337
759,3813953240
760,3824629574
761,3824087893
762,3898877363
763,3824664853
764,3898926076
765,3824589740
766,2883491957
767,3824645305
768,39780929
769,3898666035
770,3898851509
771,3898890268
772,3824653213
773,3898785807
774,3898813101
775,2790375452
776,3898897522
777,3898797735
778,3824623759
779,3618929777
780,3898768335
781,3824475138
782,3898832537
783,388766821
784,3898865956
785,3824535614
786,3824578273
787,3824590885
788,3178102669
789,3898691963
790,3824445432
791,3824400738
792,3898811057
793,3898750731
794,3694500016
795,3898808795
796,3898855000
797,3898816102
798,3824494394
799,3824398398
800,3824563393
801,3824529134
802,3824433678
803,3898723707
804,3824499014
805,3824559199
806,3898819522
807,3054965361
808,3893267356
809,3824410692
810,3898775783
811,3898839436
812,3824519593
813,3898651215
814,3898798696
815,3898768361
816,3898706079
817,3851484034
818,3824403554
819,3898388861
820,3824384838
821,3898811836
822,3824356645
823,529631539
824,3812150234
825,3898753343
826,3701945601
827,3898728485
828,134146649
829,3824368512
830,3898728977
831,3898730417
832,3898788376
833,3824411954
834,3898685955
835,3824473993
836,3824422634
837,3824343018
838,3898788616
839,3824475373
840,3824396954
841,3824431820
842,3898645809
843,3824348593
844,3824297232
845,3824396594
846,3898715326
847,3824437699
848,2611844368
849,3793007354
850,3824307972
851,3898723300
852,3898745056
853,3898623093
854,3898672223
855,3898544721
856,3898590507
857,3824374814
858,3824283732
859,3824420053
860,3824283684
861,3824256498
862,3241388814
863,3824404393
864,3824267532
865,3898718896
866,3898705822
867,3824277313
868,3898582893
869,3898719916
870,3898604619
871,3824392093
872,3824240532
873,3898556025
874,3898695112
875,3898687522
876,3898568001
877,3898663342
878,3824335873
879,3824371453
880,3824242452
881,3399814162
882,3456387554
883,3898578015
884,3898592009
885,3824226192
886,3898558575
887,955721058
888,3898550367
889,3824303534
890,3824220252
891,3898655842
892,3898670200
893,3898192587
894,3898513473
895,3898607849
896,3898558041
897,3824317453
898,1341659300
899,3898644016
900,3824340493
901,3898542279
902,3768904461
903,3198237765
904,3898655656
905,3824306773
906,1487555929
907,3898521813
908,2364437729
909,3824261954
910,3898524627
911,3824235974
912,3898495305
913,3898620448
914,3898630420
915,3898623130
916,3898516395
917,3898504257
918,3898543901
919,3639030917
920,3898490355
921,3824230574
922,3898485681
923,3898586980
924,497682488
925,3824215820
926,3898595350
927,3824196194
928,3898467321
929,3312449778
930,3898452051
931,3898558096
932,3824210173
933,3898574254
934,3824178373
935,3570671417
936,3898564576
937,3510481643
938,3898213653
939,3898423287
940,3824089332
941,3898531174
942,3898346423
943,3898409133
944,3363692110
945,3824051412
946,3824014812
947,3898364177
948,2875447263
949,3824022804
950,3824018592
951,3898501222
952,3824018112
953,345842450
954,3824104934
955,2526689396
956,3465087312
957,3898363515
958,3824043434
959,3898364307
960,3898347855
961,3824075659
962,3059945027
963,3823988538
964,3824134333
965,3824100433
966,3898140267
967,3192315388
968,3898371497
969,3824083153
970,3898325007
971,1149227653
972,3898320605
973,3739160534
974,416698976
975,3898415902
976,3823858044
977,3824026814
978,3823943232
979,3898315371
980,3824030834
981,3898409422
982,3823768092
983,3898265949
984,3898287819
985,3898403002
986,3823960519
987,3823918512
988,3898334663
989,3898273875
990,3898255947
991,3823858032
992,3898263921
993,3823755192
994,356808222
995,3823944134
996,3823725012
997,3898238727
998,3898288427
999,114501671
1000,1052005580
1001,3898306696
1002,3823864394
1003,410737680
1004,3898160541
1005,3823919840
1006,108329071
1007,3898327906
1008,3823909094
1009,3898259789
1010,3898203075
1011,3823787712
1012,3898215677
1013,3823839493
1014,3898177521
1015,3898236983
1016,3823842560
1017,3823816573
1018,3355054077
1019,3898209395
1020,3898162653
1021,3898161215
1022,3898184363
1023,3823815674
1024,3823785074
1025,416150542
1026,3898239922
1027,3823691832
1028,1468371410
1029,3315883814
1030,3898134495
1031,3898168349
1032,3823841353
1033,3889113435
1034,3823710252
1035,3898196836
1036,3898010117
1037,3898160423
1038,3898156397
1039,3898128328
1040,3898128233
1041,3898105935
1042,3393797428
1043,3898129955
1044,3823721894
1045,3332183653
1046,3898085955
1047,3898186396
1048,3823754666
1049,3823650012
1050,3898193194
1051,3823595292
1052,3898086557
1053,3898077507
1054,3898097405
1055,3823699754
1056,3898160662
1057,3823693754
1058,3898006455
1059,3898158082
1060,3898033215
1061,3898085309
1062,3823726933
1063,3823597938
1064,3898133260
1065,3898036955
1066,3823603932
1067,3823369394
1068,3898067657
1069,3823718233
1070,3898036217
1071,3823695673
1072,3898062448
1073,3823565838
1074,3898051643
1075,3823579879
1076,3898063294
1077,3823653854
1078,3823702633
1079,3823638254
1080,3898089868
1081,3898096462
1082,3898093222
1083,3898039936
1084,3823673713
1085,3898029977
1086,3898015217
1087,3897960321
1088,3898034116
1089,3823515792
1090,476739348
1091,3897992075
1092,3823521318
1093,3823571420
1094,3823477872
1095,3897908727
1096,3891800549
1097,3897975202
1098,369646452
1099,3897972809
1100,3823614979
1101,3897920481
1102,2740959804
1103,3823611013
1104,3790481473
1105,3437629872
1106,3823484892
1107,3897963377
1108,3898007122
1109,3823534994
1110,3897899123
1111,3897897081
1112,3823581433
1113,3823437018
1114,3823501754
1115,3823568053
1116,3897833319
1117,3897875547
1118,3823431498
1119,3823441212
1120,3897741215
1121,3823473320
1122,3897926543
1123,3897866721
1124,3823536673
1125,3823464134
1126,3897972754
1127,3897845913
1128,3897914549
1129,3897839025
1130,3897931996
1131,3897839009
1132,3823330632
1133,3897887897
1134,3823524553
1135,3897793523
1136,3823465634
1137,271980023
1138,3897897917
1139,3823394052
1140,3823462814
1141,3897841155
1142,3897847997
1143,3823461434
1144,3823459333
1145,3823382292
1146,3823447513
1147,3897817995
1148,3897848579
1149,3897781161
1150,3823494499
1151,3431284359
1152,3897928636
1153,3897811407
1154,3823407014
1155,3823418654
1156,3897811875
1157,3897843677
1158,3823322592
1159,479244918
1160,12365842
1161,3823446613
1162,1677536634
1163,3823427713
1164,3897887794
1165,3823389794
1166,2830118630
1167,3823274832
1168,3823403053
1169,86105642
1170,3897832906
1171,3823282032
1172,3897718881
1173,3823353553
1174,3823188372
1175,3823374673
1176,3897819304
1177,1278199044
1178,3897793888
1179,3823250478
1180,3891598517
1181,3823324454
1182,3897678981
1183,3674403017
1184,3897812128
1185,3823297880
1186,3823230432
1187,3823275494
1188,3823342273
1189,2759268280
1190,3897800968
1191,3823223234
1192,3896270201
1193,3823253720
1194,3823274354
1195,3823109292
1196,3897666135
1197,3823265894
1198,3897669561
1199,3897757936
1200,3897650181
1201,3897715277
1202,3897685811
1203,3897575721
1204,3823237634
1205,2962767069
1206,3823225154
1207,3897586163
1208,3823140438
1209,3823137554
1210,3897602175
1211,3823155912
1212,3897662003
1213,3897664277
1214,2221470553
1215,3308782837
1216,3823194026
1217,3897636251
1218,3897615681
1219,3823209914
1220,3823248019
1221,3823191014
1222,2785385876
1223,3897717694
1224,3897645497
1225,3823122380
1226,3897634463
1227,3823100352
1228,3893237536
1229,3823193354
1230,3897648737
1231,3823080372
1232,3823086498
1233,3897467481
1234,3823176920
1235,3823098612
1236,3897693562
1237,3897596849
1238,3823076058
1239,262925720
1240,3823135874
1241,3897667882
1242,3897552195
1243,2856615946
1244,3897661996
1245,3897380657
1246,3823030572
1247,3823002372
1248,3823054452
1249,2991457829
1250,3823111574
1251,3897619216
1252,1954718612
1253,3823024458
1254,3897647416
1255,3897363683
1256,3897608188
1257,3032362228
1258,3897501435
1259,3823052534
1260,3823055474
1261,3897632068
1262,3897502953
1263,3897329597
1264,3823116733
1265,3823125559
1266,3897480627
1267,3897611674
1268,3897535997
1269,385355522
1270,3897536057
1271,3823083199
1272,546037371
1273,3897587080
1274,3822919158
1275,3823061533
1276,3897567748
1277,3823004594
1278,3897563062
1279,3897445767
1280,3823012706
1281,3897415397
1282,3897468293
1283,3897548776
1284,3897477197
1285,2891704193
1286,213267371
1287,3897550582
1288,3897533782
1289,3387615439
1290,3822899292
1291,3897416115
1292,3897373647
1293,3897459983
1294,3822953894
1295,3822981014
1296,3822859932
1297,3822868272
1298,3822953540
1299,3897396915
1300,3897509614
1301,2594380655
1302,3822930254
1303,3897493636
1304,171268323
1305,3897389903
1306,3897393797
1307,3822933194
1308,172291311
1309,3822927614
1310,3897468262
1311,3822910694
1312,3897304851
1313,3897348141
1314,3822801072
1315,3822947353
1316,3822808692
1317,3897401825
1318,3897444556
1319,1576781065
1320,3822761533
1321,3822866474
1322,3822859634
1323,3822765072
1324,3897367277
1325,3822774858
1326,3822772692
1327,3822856034
1328,3822756252
1329,3897346889
1330,3822877093
1331,3897414742
1332,3822873433
1333,3822820154
1334,3897355649
1335,3897370822
1336,3822814754
1337,3897222855
1338,3897338519
1339,3822713538
1340,3822730814
1341,3897170415
1342,3897260355
1343,3897333256
1344,3897237027
1345,3822753073
1346,3822664092
1347,3822749000
1348,32530043
1349,3224684475
1350,3896869395
1351,2170493253
1352,3897341518
1353,3897260903
1354,849992161
1355,342813549
1356,3897221073
1357,3822675912
1358,3897327676
1359,3897223515
1360,3822775633
1361,3822740294
1362,3822623358
1363,3822641712
1364,3822710714
1365,3822713054
1366,3896267969
1367,3897204885
1368,3897211883
1369,3822761713
1370,3897138141
1371,3822683114
1372,3822622938
1373,3897147885
1374,3897310342
1375,3897192033
1376,3897274948
1377,3897192706
1378,3897175041
1379,3822692894
1380,3822704960
1381,3822734293
1382,3897228323
1383,3897143541
1384,3822722299
1385,3822567852
1386,3897242794
1387,3822668126
1388,3897233416
1389,3897094959
1390,3897180077
1391,322736701
1392,3897235996
1393,3822698713
1394,3822579198
1395,1310866854
1396,3822693193
1397,3897117796
1398,3896352501
1399,3897123621
1400,2419254462
1401,3897234634
1402,3897109275
1403,3822531252
1404,3897204676
1405,3897101235
1406,3897206062
1407,3822512472
1408,3822514872
1409,3897183496
1410,3891740752
1411,3822496272
1412,3897074187
1413,3897076521
1414,3897170218
1415,3822481693
1416,3822562874
1417,3897130600
1418,3897044655
1419,3897039039
1420,3822575893
1421,3897101891
1422,3822586045
1423,3822438792
1424,3822540374
1425,3897125488
1426,3897100709
1427,3822532514
1428,3822540014
1429,3822443712
1430,3896995671
1431,3822566533
1432,3822479072
1433,3822551953
1434,3822440954
1435,3897021803
1436,3822341532
1437,3822479846
1438,3822454460
1439,104498774
1440,3822448694
1441,3822381972
1442,3822438979
1443,3896981367
1444,3822332952
1445,3896977461
1446,3896959641
1447,2274507579
1448,364702277
1449,3896894303
1450,3897071668
1451,3822438674
1452,3822361812
1453,353384430
1454,2496616956
1455,3896972356
1456,3822333734
1457,3588696083
1458,3822401780
1459,3822457813
1460,3822381914
1461,3896903661
1462,3896978855
1463,3822398834
1464,3822304272
1465,3820797811
1466,3897039130
1467,3822335778
1468,3822408553
1469,3896972729
1470,86715022
1471,3822403039
1472,121828926
1473,3896930957
1474,3822270492
1475,3820337893
1476,3822356233
1477,3822267138
1478,3822227052
1479,3896873307
1480,3896837121
1481,3822230112
1482,3896982616
1483,2586920575
1484,3822321194
1485,3890731173
1486,3822220872
1487,3893019035
1488,3896912908
1489,3822233052
1490,182765109
1491,3822252614
1492,3822146173
1493,3896888837
1494,3822309733
1495,3822344173
1496,3822323053
1497,3896832681
1498,3822335053
1499,3896824947
1500,3822273554
1501,3822192192
1502,3896924752
1503,3822257713
1504,3896907676
1505,3313407708
1506,3896902288
1507,3013548032
1508,3896763195
1509,3822158772
1510,3822123372
1511,2393421955
1512,548136447
1513,3896802983
1514,3822250033
1515,3822091933
1516,3896357955
1517,3822192434
1518,804938078
1519,3822177260
1520,211100861
1521,3896781317
1522,3883393595
1523,3896765717
1524,3896837032
1525,3822061572
1526,3892598303
1527,3822200959
1528,3896721861
1529,3822073872
1530,2613504306
1531,3822085333
1532,3896638599
1533,3896810776
1534,269524173
1535,3896811142
1536,3822116300
1537,3822183379
1538,3896652323
1539,2499939636
1540,3896721203
1541,3822004752
1542,3896626515
1543,3821947692
1544,3896690729
1545,3821971638
1546,3822114793
1547,3896571495
1548,800809369
1549,3896623697
1550,3821972124
1551,3822023713
1552,3822019280
1553,3822020174
1554,3822024620
1555,3896578935
1556,3896728756
1557,3821925132
1558,3821803032
1559,3822017666
1560,3896666122
1561,501396334
1562,3896574393
1563,3820078452
1564,1197646896
1565,2550992299
1566,3821710154
1567,442570061
1568,3896570379
1569,3821872992
1570,3821896638
1571,3821971574
1572,3821920034
1573,3821993353
1574,3896523741
1575,3821954845
1576,3896562221
1577,3821833272
1578,3348222538
1579,3821844318
1580,3459802462
1581,3821954833
1582,3821978953
1583,1645633873
1584,3821940793
1585,3821877734
1586,3858779775
1587,3896609008
1588,3560011582
1589,3896528657
1590,3821882714
1591,3821906893
1592,3821918419
1593,3821791992
1594,44305094
1595,3821834479
1596,2547194819
1597,3821818400
1598,3384591134
1599,3317747856
1600,3821908273
1601,3896553256
1602,3896493407
1603,3676920626
1604,2489261688
1605,3300427687
1606,3123202195
1607,3821884633
1608,3565987872
1609,3896478017
1610,3821870713
1611,3896473097
1612,3821723058
1613,3896424741
1614,2167350679
1615,3411539716
1616,3896433677
1617,3821711358
1618,3821780774
1619,3896396301
1620,3821712672
1621,3821682732
1622,578789449
1623,3821700012
1624,3821742914
1625,3821763914
1626,3821810773
1627,3896383461
1628,3821825473
1629,1627485559
1630,3821783893
1631,3821761754
1632,3896353659
1633,3821646912
1634,3821655012
1635,3896447362
1636,3821739866
1637,3821645652
1638,3821737454
1639,3821718014
1640,3814811534
1641,3821675174
1642,3007984333
1643,3896446612
1644,3896339475
1645,3821566394
1646,3821713394
1647,3821713514
1648,3821731093
1649,3821709854
1650,3301385346
1651,3896364389
1652,1704962899
1653,3821667614
1654,3896379209
1655,2496324618
1656,3896398702
1657,3821575992
1658,3896401882
1659,3896360969
1660,3896416516
1661,3821688673
1662,3896397622
1663,3896420302
1664,3821718793
1665,3896297865
1666,3896295555
1667,132524983
1668,3811846154
1669,3821700673
1670,3896286875
1671,3821570352
1672,3882596897
1673,3896160874
1674,3821535500
1675,3821675833
1676,3821545098
1677,3896366494
1678,3821519772
1679,3896307508
1680,2452733771
1681,3821524932
1682,3896383402
1683,3896304173
1684,789748825
1685,3821491758
1686,3821608586
1687,3821505912
1688,3821644633
1689,3821514432
1690,3821633833
1691,3896273537
1692,3896228715
1693,3896287054
1694,3896262443
1695,3821487024
1696,3821496972
1697,3821630719
1698,3821447834
1699,3821619253
1700,3896268383
1701,3821523980
1702,16374696
1703,3896217387
1704,3821531426
1705,3896310988
1706,3821586973
1707,3821536573
1708,3821596399
1709,3896243315
1710,3896243531
1711,3821452812
1712,3821512154
1713,3896228783
1714,3821356518
1715,3896242775
1716,3811258034
1717,3821527634
1718,3821494094
1719,3821581093
1720,3821489414
1721,3821511074
1722,3821417592
1723,3821515754
1724,3896252536
1725,3896020294
1726,3896195729
1727,3821407518
1728,3896243398
1729,3896200523
1730,3821399058
1731,3821301313
1732,3821371398
1733,3821495833
1734,3821382252
1735,3821362152
1736,3896112143
1737,3821338152
1738,3821422934
1739,3821365332
1740,3894351627
1741,3890857767
1742,3896193130
1743,512734568
1744,3896207356
1745,3821407711
1746,3821425154
1747,3896091555
1748,3896090655
1749,3821405834
1750,3821401634
1751,3821320872
1752,3821442853
1753,3821389400
1754,3821377334
1755,3896120837
1756,192505609
1757,372516221
1758,3821379854
1759,3821420833
1760,3896054955
1761,17265584
1762,3821290698
1763,2150194224
1764,3895954042
1765,3821372354
1766,3896025261
1767,3821389759
1768,3821360900
1769,3821410093
1770,3896031987
1771,3820855694
1772,3821349134
1773,3821304374
1774,3821390545
1775,3821370013
1776,3820944613
1777,3821169612
1778,2192843796
1779,3896002035
1780,3896084860
1781,3896094076
1782,3896061023
1783,3821220672
1784,3821311933
1785,3821240112
1786,23269198
1787,3725327957
1788,3821196674
1789,3821204898
1790,3821307559
1791,3896032643
1792,3821304433
1793,2662923354
1794,3896079862
1795,3821191872
1796,3895999409
1797,3895982601
1798,3721106653
1799,3895941555
1800,3895968387
1801,392937040
1802,3821152332
1803,3821176812
1804,3895941015
1805,3821168004
1806,3821266513
1807,3821262613
1808,3895943115
1809,3821252173
1810,3821203454
1811,2978247750
1812,3821140992
1813,2739923978
1814,3821131392
1815,3895949909
1816,3821193860
1817,3821110092
1818,3821205925
1819,3895860207
1820,3821189413
1821,3821204173
1822,3821223313
1823,3780404414
1824,3895966822
1825,3821098812
1826,3821147894
1827,3803534352
1828,3821042724
1829,956497398
1830,3895868531
1831,3895968496
1832,3821075172
1833,3895891463
1834,3895920797
1835,3895840079
1836,2322248178
1837,3821120774
1838,3821134520
1839,3821108600
1840,108060973
1841,3821120900
1842,3821131820
1843,3820623493
1844,3895829055
1845,3821178193
1846,3895841385
1847,3895838781
1848,3821009652
1849,3821034792
1850,3821112620
1851,2521477663
1852,3821120840
1853,3895864877
1854,618388740
1855,970978830
1856,3820774874
1857,3895824675
1858,3821012712
1859,3820980552
1860,3821072054
1861,2787632093
1862,3534003017
1863,3821069060
1864,3820978332
1865,3820983612
1866,3895794501
1867,3895824437
1868,3821120293
1869,3770435898
1870,3821094493
1871,3895906156
1872,3821060120
1873,3864150915
1874,3821098459
1875,3895879936
1876,3895728495
1877,3821041814
1878,3817301292
1879,3821021594
1880,3820923138
1881,3895719075
1882,3895836628
