,UserID
0,113251780.0
1,212265544.0
2,45397994.0
3,39630195.0
4,82110574.0
5,249801687.0
6,57389433.0
7,113251780.0
8,307610500.0
9,157181611.0
10,1320767606.0
11,132760624.0
12,2829291822.0
13,125367775.0
14,48907833.0
15,60372093.0
16,24994515.0
17,31506730.0
18,5777962.0
19,496189401.0
20,424512263.0
21,37110528.0
22,30207274.0
23,576587314.0
24,29520263.0
25,40354276.0
26,15586315.0
27,2232127442.0
28,16797543.0
29,18708293.0
30,29831012.0
31,166874015.0
32,19675517.0
33,181338579.0
34,576587314.0
35,5277351.0
36,113431156.0
37,30511172.0
38,32598430.0
39,261946952.0
40,24940277.0
41,314655735.0
42,201061358.0
43,2194411518.0
44,2230793083.0
45,202168195.0
46,1120333795.0
47,227803734.0
48,250843014.0
49,20706373.0
50,249801687.0
51,1705686854.0
52,15648724.0
53,392415153.0
54,2231048853.0
55,589472140.0
56,106859799.0
57,58188708.0
58,230315801.0
59,2332131278.0
60,898546338.0
61,227803734.0
62,230315801.0
63,76279361.0
64,2923688351.0
65,1705686854.0
66,21953265.0
67,122455605.0
68,99867706.0
69,1571594300.0
70,17077526.0
71,67175222.0
72,243391394.0
73,576587314.0
74,23761235.0
75,30520721.0
76,39993551.0
77,599314639.0
78,1588421822.0
79,55285143.0
80,589472140.0
81,236425145.0
82,306439871.0
83,510878189.0
84,23897943.0
85,28224061.0
86,76817536.0
87,2325145429.0
88,1120333795.0
89,106982085.0
90,2555702564.0
91,429921250.0
92,103038625.0
93,18932869.0
94,2540590735.0
95,15304063.0
96,2957780099.0
97,24994515.0
98,14262578.0
99,49570004.0
100,334835498.0
101,282914540.0
102,213724510.0
103,874938374.0
104,18932869.0
105,39386559.0
106,24994515.0
107,46547927.0
108,72372407.0
109,18932869.0
110,212265544.0
111,23189309.0
112,282914540.0
113,38866894.0
114,237858574.0
115,262792737.0
116,331692943.0
117,39386559.0
118,213724510.0
119,14236726.0
120,24994515.0
121,212265544.0
122,50868939.0
123,75257467.0
124,307632268.0
125,207198652.0
126,592152575.0
127,102507687.0
128,1327347968.0
129,281586922.0
130,117987488.0
131,15255734.0
132,375350842.0
133,316937500.0
134,458033928.0
135,473326010.0
136,38521046.0
137,56701031.0
138,1120333795.0
139,249395186.0
140,39386559.0
141,576587314.0
142,51677412.0
143,39386559.0
144,76817536.0
145,63267714.0
146,204187382.0
147,496594321.0
148,2625788698.0
149,1684632642.0
150,236641205.0
151,28861136.0
152,375350842.0
153,60329730.0
154,14262578.0
155,113251780.0
156,1383533413.0
157,35033820.0
158,23897943.0
159,39630195.0
160,37222442.0
161,231201201.0
162,122455605.0
163,132760624.0
164,20318145.0
165,1383533413.0
166,448613722.0
167,488908512.0
168,23607882.0
169,1457712253.0
170,194167653.0
171,549737057.0
172,598714716.0
173,598714716.0
174,582369654.0
175,5277351.0
176,345469546.0
177,2901571601.0
178,212265544.0
179,2451041901.0
180,331304082.0
181,205057460.0
182,249801687.0
183,576587314.0
184,296808208.0
185,2916789681.0
186,15812154.0
187,381107664.0
188,38521046.0
189,281586922.0
190,17640747.0
191,403019425.0
192,262304866.0
193,731177172.0
194,14218481.0
